258905.314000585,6248406.91969106
258962.860990679,6248288.51841259
258954.262015148,6248284.54965465
258945.00157996,6248278.59651774
258937.725523742,6248275.95067912
258930.449467523,6248279.91943706
258931.772386835,6248287.19549327
258931.772386835,6248297.77884777
258928.465088554,6248305.71636365
258924.496330617,6248314.97679884
258913.25151646,6248306.37782331
258900.022323335,6248298.44030743
258895.392105741,6248297.77884777
258888.777509179,6248305.05490399
258886.79313021,6248316.96117781
258883.485831929,6248329.52891127
258882.162912616,6248337.46642715
258874.225396741,6248339.45080612
258860.33474396,6248326.22161299
258849.089929804,6248320.92993574
258839.829494616,6248316.96117781
258834.537817366,6248326.22161299
258834.537817366,6248337.46642715
258833.87635771,6248346.72686234
258827.923220804,6248359.95605546
258819.324245272,6248373.18524859
258814.032568022,6248368.55503099
258802.12629421,6248359.29459581
258797.496076616,6248348.04978165
258788.897101085,6248344.08102371
258784.928343147,6248354.66437821
258784.928343147,6248373.18524859
258784.928343147,6248388.39882068
258784.928343147,6248396.99779621
