258831.891978741,6248372.52378893
258961.538071367,6248277.93505809
258952.939095835,6248281.90381602
258944.340120304,6248287.19549327
258936.402604429,6248290.50279156
258925.819249929,6248295.79446881
258914.574435773,6248301.08614605
258901.345242648,6248309.68512159
258887.454589866,6248316.96117781
258880.839993304,6248322.91431471
258874.225396741,6248324.89869368
258861.657663273,6248329.52891127
258853.058687741,6248334.15912887
258843.798252554,6248338.12788681
258831.891978741,6248344.74248337
258825.938841835,6248348.71124131
258808.079431116,6248359.29459581
258793.527318679,6248372.52378893
258786.25126246,6248375.83108721
